"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"248","2013-P","1436",116.157377840661,"Grabmayer, Manfred",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Connecticut Field",10,52.688057329501,"light"
"249","2018-P","584",963.634528587219,"Lacina, Martin","Doerfles","Lower Austria","Austria","Europameisterschaft im Kurbiswiegen","1844 Holub","1807 Holub",365.419833443182,1104.23298382003,0,"Early Giant",10,437.096913090934,"medium"
"250","2017-P","514",959.360297544481,"Puchner, Thomas",NA,"Lower Austria","Austria","Austrian Weigh-off","Gehweiler 16","Cutrupi 16",345.979288941255,1196.42492712095,0,"Wolf",10,435.158156083796,"medium"
"251","2020-P","310",1107.66162970453,"Slavogub, Milivojovic","Doerfles","Lower Austria","Austria","Retzer Land Weigh-off","1970.5 Sperry 17","Jaglarz 18",348.893984616174,1226.89927351002,0,"Big Max",10,502.426453940935,"medium"
"252","2016-P","792",806.7889711198,"Frommelt, David & Jakob","Weingarten","Rhineland-Palatinate","Germany","Gartenbauschule Langenlois","711 Andres","2323 Meier",NA,870.976419453794,0,"Howden",10,365.953022988172,"light"
"253","2019-P","478",1046.63646493809,"Daumichen, Peter","Beelitz OT Elzholz","Brandenburg","Germany","Saechsische Meisterschaft im Kurbiswiegen","1812.5 Sherwood 16","1172.9 Tittmann 18",360.134767674396,1018.73839071603,1.00830474952762,"Atlantic Giant",10,474.745927404198,"medium"
"254","2019-P","531",885.933381468715,"Schenk, Patrick","Elster Werder","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1172.9 Tittmann 2018","open",364.231681542954,1182.24597207179,0,"Big Moose",10,401.852294367157,"light"
"255","2019-P","998",542.183072563552,"Strauss, Andy","Hemmingen","Baden-Wuerttemberg","Germany","Deutsche Meisterschaft im Kurbiswiegen",NA,"open",293.978472955733,545.73974481493,0,"Rouge Vif d’Etampes",10,245.929904250247,"light"
"256","2014-P","1297",378.838735129783,"Goell, Johannes","Finsterwalde","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","879.6 Andres 2012","1302.1 Bossdorf 2013",243.094327484891,355.790990550568,6.09163382757776,"Dill's Atlantic",10,171.838219544989,"light"
"257","2013-P","390",965.123073657884,"Wagler, Joerg","Lindlar","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1789 Wallace 11","1694 Meier 12",346.468251380624,1030.35129444612,0,"Connecticut Field",10,437.772105226627,"medium"
"258","2021-P","354",1087.87388478616,"Brault, Samuel",NA,"Other","France","Concours National du plus Gros Potiron et des fruits et legumes Geant","2200 geddes",NA,375.921520559059,1128.42694787237,0.981953821772093,"Connecticut Field",10,493.450891147926,"medium"
"259","2015-P","924",730.278978010504,"May, Nico","Tapfheim","Bavaria","Germany","Wiegemeisterschaft Berlin/Brandenburg","1447 Colbert 2013","1482 Haase 2013",312.604339586966,748.334425574787,3.04894850103621,"Howden",10,331.24870219374,"light"
"260","2019-P","EXH",365.261396133534,"Hugues, Guitton",NA,"Other","France","Concours National du plus Gros Potiron et des fruits et legumes Geant",NA,NA,245.666884495781,334.828456792421,7.16892578852523,"Prizewinner",10,165.679647195002,"light"
"261","2021-P","982",453.373556869213,"Schwellnus, Christiane","Beelitz","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,258.800925734596,440.824380326631,0,"Connecticut Field",10,205.64661840742,"light"
"262","2021-P","995",378.487626909423,"Schwellnus, Christiane","Osterburg","Saxony-Anhalt","Germany","GPC Kurbiswagen Sachsen-Anhalt",NA,NA,245.391664693734,362.213495653648,6.54872462208824,"Rouge Vif d’Etampes",10,171.678959665099,"light"
"263","2019-P","1359",258.736202882906,"Strauch, Ronny","Ragow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","997.6 Goedel 2018","open",207.564661484834,252.398186743026,5.14000035902289,"Blue Hubbard",10,117.360671738063,"light"
"264","2021-P","1150",271.710669622447,"Schodl, Zwillinge","Berndorf","Lower Austria","Austria","Austrian Weigh-off","HDA Team Bauhof",NA,249.534415942403,303.066717686516,0,"Wolf",10,123.245786055385,"light"
"265","2013-P","EXH",606.54124964948,"Spletzer, Marcel","Glindow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","921 Rose 2010","Self",329.733995266574,716.893268577941,0,"Blue Hubbard",10,275.122258511007,"light"
"266","2015-P","1460",330.977671951144,"Goetz, Florian","Mellingen","Thuringia","Germany","Tharinger Meisterschaft","unknown","open",239.589040108061,307.287458675607,9.87534932097288,"Jack O'Lantern",10,150.128824175663,"light"
"267","2017-P","881",645.375445016916,"Baumert, Andreas","Sinntal","Hesse","Germany","Europameisterschaft im Kurbiswiegen","1266.3 Janni","568.8 Weishaeupl",315.825296929494,685.218961313683,0,"Blue Hubbard",10,292.737138856113,"light"
"268","2018-P","EXH",886.017499317861,"Moullin, Paul","Baerndorf","Lower Austria","Austria","Austrian Weigh-off","1784 Stelts",NA,0,0,0,"Rouge Vif d’Etampes",10,401.890449550587,"light"
"269","2019-P","1359",259.141522320823,"Belusa, Gloria","Merzdorf","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","997.6 Goedel 2018","open",221.08327780638,272.518547648342,5.09930935311997,"Connecticut Field",10,117.544521392547,"light"
"270","2016-P","870",683.912743205949,"Offermann, Johannes","Werder","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1916 Barron 2014","1813 Northrup 2013",324.521336191951,742.767195821506,0,"Spirit",10,310.217349016273,"light"
"271","2018-P","1351",354.395700731067,"Nehm, Niklas","Neunheilingen","Thuringia","Germany","Tharinger Meisterschaft","unknown","unknown",241.743842866722,325.094769530717,8.18113340917294,"Champion",10,160.751054686006,"light"
"272","2017-P","635",869.825199511888,"Team, Bauhof Tulln","Doerfles","Lower Austria","Austria","Austrian Weigh-off","Willemijns","Cutrupi",NA,986.737614794481,0,"Autumn Gold",10,394.545751896996,"light"
"273","2019-P","1674",69.8773617067085,"Zeller, Christoph","Gross Gerungs","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Early Giant",10,31.6958122512693,"light"
"274","2018-P","1419",306.082149897161,"Blaimschain, Karl",NA,"Styria","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Connecticut Field",10,138.836414536153,"light"
"275","2019-P","1293",330.659597167199,"Dietrich, Bjoern","Koeln","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","2145 McMullen","open",240.80346274178,295.383506259602,6.96305460638725,"Cinderella",10,149.984547998264,"light"
"276","2013-P","1463",101.656699075185,"Schwellnuss, Norbert","Kirchheim","Other","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,177.186351482421,119.050503825459,0,"Big Max",10,46.1106654469115,"light"
"277","2014-P","1470",260.812913536858,"Haase, Michael","Mellingen","Other","Germany","Saechsische Meisterschaft im Kurbiswiegen","1472 THE 10","open",215.677333363237,256.908895191709,0,"Cinderella",10,118.302651077011,"light"
"278","2020-P","1293",135.599761021122,"Berufsbildungswerk St. Elisabeth",NA,"Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen","1628.4 Baumert 19","open",182.45187914081,143.174901999238,0,"Rouge Vif d’Etampes",10,61.5069668010926,"light"
"279","2019-P","1193",382.052876735666,"Daho, Mehdi",NA,"Other","France","Concours National du plus Gros Potiron et des fruits et legumes Geant",NA,NA,248.332079176166,406.818248231087,0,"Rouge Vif d’Etampes",10,173.296128464284,"light"
"280","2017-P","1386",245.527075074456,"Haendel, Elias",NA,"Thuringia","Germany","Tharinger Meisterschaft","unknown","unknown",217.228449352298,243.482232563075,0.980992695857445,"Dill's Atlantic",10,111.369117037173,"light"
"281","2017-P","533",1008.28232112843,"Kloch, Kevin","Haag am Hausruck","Upper Austria","Austria","OO Landesgartenschau 2017 Kremsmunster","2095,5 Willemijns",NA,0,0,0,"Howden",10,457.348794605285,"medium"
"282","2015-P","48",1784.0076142633,"Preis , Benny","Kloster Lehnin OT Grebs","Brandenburg","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1395 Lueders 2014","1730 Werner 2012",441.605193358999,1702.2723417997,0,"Cinderella",10,809.21158176892,"medium"
"283","2021-P","1248",147.885416567771,"Goedel, Markus","Priessen","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,186.676323766077,162.482133086666,0,"Big Moose",10,67.0796418718082,"light"
"284","2013-P","EXH",922.230845984033,"Pross, Heike","Knopp-Labach","Other","Germany","Schweizer Meisterschaft im Kurbiswagen","1391 Wuersching","open",328.907332870655,956.921601505352,0,"Dill's Atlantic",10,418.31653389159,"light"
"285","2013-P","738",671.431688217196,"Karkos, Udo","Alfter","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1160 Stevens 08","1357 Helsel",306.993655147332,646.065922530304,1.01767114543189,"Howden",10,304.556042321814,"light"
"286","2017-P","897",651.024258307809,"Zaklikowski, Dirk","Allsted","Saxony-Anhalt","Germany","Wiegemeisterschaft Berlin/Brandenburg","1682.1 Lueders 2016","1205.9 Jany 2016",301.589089895154,720.022762977582,0,"Atlantic Giant",10,295.299395374356,"light"
"287","2014-P","EXH",748.242559657955,"Siwek, Ryszard","Schwabmuenchen","Other","Germany","Early Weigh-off Ludwigsburg",NA,NA,0,0,0,"Atlantic Giant",10,339.396839120371,"light"
"288","2018-P","1320",383.923054811302,"Poilane, Romaric",NA,"Other","France","Le Potager Extraordinaire",NA,NA,239.726794477021,309.917281638931,18.7261247186618,"Jack O'Lantern",10,174.144426277968,"light"
"289","2013-P","1305",230.719125720119,"Vogl, Matthias",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,NA,"Dill's Atlantic",10,104.65234967364,"light"
"290","2017-P","646",914.316184357602,"Krengel, Doreen",NA,"Rhineland-Palatinate","Germany","Gartenbauschule Langenlois","1916 Barron 2014","Open",334.820985676226,988.773118837566,0,"Blue Hubbard",10,414.726506695134,"light"
"291","2021-P","1142",241.390776418881,"Wuersching, Matthias","Dietenhofen","Brandenburg","Germany","GPC Kurbiswagen Sachsen-Anhalt","Grottschreiber","self",222.388300389129,246.136143097486,0.986374266917009,"Big Moose",10,109.492925057393,"light"
"292","2017-P","1214",395.965974241344,"Krahmann, Michael","Glinick","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","798 Wagler 2015 UOW","1004 Wagler 2015",242.402189045242,397.766912194216,0,"Big Max",10,179.60699818808,"light"
"293","2013-P","991",434.406787643298,"Melka, Friedrich",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Rouge Vif d’Etampes",10,197.043443620699,"light"
"294","2019-P","718",777.094691130157,"Nibel, Mike",NA,"Thuringia","Germany","Tharinger Meisterschaft","unknown",NA,337.332842972312,869.600839527331,0,"Champion",10,352.48393513911,"light"
"295","2018-P","19",2250.23749220941,"Grottschreiber, Viola","Dietenhofen","Bavaria","Germany","Tharinger Meisterschaft","1826 Wolf 17",NA,471.725123257314,2142.75833700205,3.96669875089827,"Howden",10,1020.68972456625,"heavy"
"296","2016-P","972",607.354480118646,"Gattermann, Holger","Putlitz","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,299.649254490303,NA,15.8188681325717,"Connecticut Field",10,275.491133345977,"light"
"297","2018-P","EXH",338.943160690181,"Mathias, Franz","St. Michael","Carinthia","Austria","Austrian Weigh-off","368 Joebstl",NA,0,NA,0,"Autumn Gold",10,153.741906143781,"light"
"298","2019-P","772",745.443477478251,"Lacina, Martin","Tulln","Lower Austria","Austria","Leiserberge Weigh-off","1443.6 Mathias 2018",NA,345.903392967091,820.737945887403,NA,"Prizewinner",10,338.127197836315,"light"
"299","2021-P","262",1269.150510599,"Teichmann, Erik",NA,"Lower Austria","Austria","Leiserberge Weigh-off","1911 Urena",NA,376.071732606351,1294.38924938219,1.88811860503007,"Dill's Atlantic",10,575.676518403624,"medium"
"300","2021-P","939",505.957766994637,"Nemak, Karsten","Bad Saarow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,280.389961466596,504.381199687167,0,"Early Giant",10,229.498395446631,"light"
"301","2015-P","EXH",565.385206082598,"Sinha, Nidhi","Kadelburg","Other","Germany","Legoland","1421 Stelts",NA,312.016755265969,584.936725998288,0,"Autumn Gold",10,256.454206397418,"light"
"302","2017-P","EXH",1101.15845964013,"Haendel, Matthias","Knopp-Labach","Rhineland-Palatinate","Germany","Gartenbauschule Langenlois","2145 McMullen",NA,378.227234222277,1236.19691316862,0,"Casper",10,499.476668025087,"medium"
"303","2013-P","744",669.89103827208,"Haase, Michael","Priessen","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1236 C.Harp 2009","1118 Paton 2010",316.770550597371,729.541890451805,0,"Prizewinner",10,303.857215831909,"light"
"304","2013-P","EXH",814.947893594342,"Lacina, Martin",NA,"Other","Austria","Austrian Weigh-off","934 Schieder",NA,325.178454147682,749.351029666984,7.09333792180979,"Prizewinner",10,369.653844951245,"light"
"305","2014-P","560",882.678817572999,"Lehmann, Andre","Alfter","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1872 Wallace 2012","978.9 Goell 2013",322.51950426355,921.051006410857,1.96774909107321,"Jack O'Lantern",10,400.376050220572,"light"
"306","2019-P","834",693.652822588211,"Asam, Michael","Wolfstein","Rhineland-Palatinate","Germany","Deutsche Meisterschaft im Kurbiswiegen","1395.5 Weishaeupl","2016.6 Bonnen",329.876186586127,756.930800802359,0,"Early Giant",10,314.635371103432,"light"
"307","2021-P","965",427.612967283003,"Hoellein, Joannis","Gross Schoenebeck","Other","Germany","Deutsche Meisterschaft im Kurbiswiegen","own seed",NA,300.259502403321,577.14017553013,0,"Wolf",10,193.961821055832,"light"
"308","2017-P","61",1772.1378874464,"Pross, Heike","Erkheim","Bavaria","Germany","Early Weigh-off Ludwigsburg",NA,"1975 Wallace",437.950269663552,1817.08682170973,0,"Spirit",10,803.827568642589,"medium"
"309","2014-P","EXH",397.567452652934,"Frommelt, David Jakob","Neunkirchen","Other","Germany","Legoland","854.5 Frei 12","220.3DeBacco13",266.880957234501,420.026739913679,0,"Dill's Atlantic",10,180.33341598375,"light"
"310","2019-P","920",569.937536403182,"Krauss, Matthias","Heretshausen","Bavaria","Germany","Early Weigh-off Ludwigsburg","1747 THW","self",278.810970849275,562.422316974193,2.97487994761393,"Dill's Atlantic",10,258.519107012192,"light"
"311","2017-P","1205",413.143105391708,"Winduch, Karin","Glinick","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,263.26148276765,435.348076258854,0,"Connecticut Field",10,187.398407460835,"light"
"312","2014-P","368",1184.00804320857,"Schodl, Zwillinge","Haag am Hausruck","Upper Austria","Austria","Austrian Weigh-off","1753 Bryson",NA,398.58036854959,1265.05716423603,0,"Wolf",10,537.056576335061,"medium"
"313","2013-P","1370",177.810356414347,"Stephan Eckardt","Oeffingen","Other","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,189.68123948585,183.724613297107,0,"Wolf",10,80.6533551866964,"light"
"314","2021-P","372",1134.51172792129,"Melka, Friedrich",NA,"Lower Austria","Austria","Retzer Land Weigh-off","1819 Mendi 19","1225.8 Kurzreiter 20",386.465579766776,1337.19588166667,0,"Big Max",10,514.605443691274,"medium"
"315","2016-P","1279",368.320450159952,"Vogl, Matthias",NA,"Lower Austria","Austria","Austrian Weigh-off","Garofano Vuolo 15",NA,0,0,NA,"Casper",10,167.067209628953,"light"
"316","2021-P","1072",292.490643938655,"Reissmann, Daniel",NA,"Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen","1939.5 Hunt/Lyons 20","open",0,0,0,"Dill's Atlantic",10,132.671416165423,"light"
"317","2016-P","902",740.273147119963,"Paul, Andreas","Pulheim","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","806.9 Goell","1714 Lueders",325.470787171257,737.76509997887,0,"Blue Hubbard",10,335.781977348438,"light"
"318","2014-P","1267",442.515132090513,"Weigegockel, Team","Prignitz","Other","Germany","Saechsische Meisterschaft im Kurbiswiegen","1472 THE 10","open",259.440242141656,398.657093885292,7.01427646235719,"Blue Hubbard",10,200.7213237952,"light"
"319","2021-P","638",866.559660168025,"Jaser, Emilie u. Sophie","Wittenberg","Brandenburg","Germany","GPC Kurbiswagen Sachsen-Anhalt","Wilke 2020","Lehmann",321.191537322684,740.944461673375,14.2099129610263,"Autumn Gold",10,393.064529374935,"light"
"320","2014-P","EXH",325.672654085771,"Mahr, Helmut","Oeffingen","Other","Germany","Legoland","756 Aten 07","1566 Rodonis 07",254.638164666988,360.862414006131,0,"Prizewinner",10,147.722510512073,"light"
"321","2014-P","746",845.293588490331,"Frei, Peter","Hilpoltstein","Other","Germany","Legoland","unknown","open",324.294959874612,878.287468035232,0.993127228000404,"Howden",10,383.418409390506,"light"
"322","2015-P","1481",294.845736320231,"Aininger, Marco",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Early Giant",10,133.739667228966,"light"
"323","2017-P","499",945.634182601072,"Geisler, Roland","Dietenhofen","Bavaria","Germany","Early Weigh-off Ludwigsburg","Goedel 1100.10","Wuersching 1986.4",NA,774.527136541165,20.7207823765211,"Big Max",10,428.932100154386,"medium"
"324","2019-P","1388",233.975338511186,"Skobowsky, Simone","Templin","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,"self",222.500176372468,261.025521098654,0,"Jack O'Lantern",10,106.129341745966,"light"
"325","2019-P","941",627.254388622718,"Melka, Friedrich","St. Margarethen","Carinthia","Austria","Austrian Weigh-off","450 Joebstl",NA,291.390813091756,577.400899662607,0,"Spirit",10,284.517572644156,"light"
"326","2017-P","1512",118.905239799951,"Markl, Michael","Neustift","Styria","Austria","Austrian Weigh-off","94,8 Vogl 16",NA,0,0,0,"Jack O'Lantern",10,53.9344655313392,"light"
"327","2016-P","1453",246.994838583451,"Bohnert, Peter","39291 Moeckern","Saxony-Anhalt","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,235.404507302277,257.447848826558,0,"Early Giant",10,112.034882822745,"light"
"328","2019-P","1554",153.2905033145,"Schodl, Zwillinge","Eitweg","Carinthia","Austria","Austrian Weigh-off","1524,8 Melka","self",196.120254984634,148.075252597289,0,"Jack O'Lantern",10,69.5313459794306,"light"
"329","2014-P","721",847.091134227781,"Lehmann, Werner",NA,"Other","Germany","Legoland","1634 Werner","1872 Wallace",349.852173692613,865.827530006698,0,"Rouge Vif d’Etampes",10,384.233761756648,"light"
"330","2015-P","EXH",636.674134292752,"Strauch, Ronny",NA,"Other","Germany","Legoland","1421 Stelts","1495 Stelts",NA,685.813852795147,0,"Early Giant",10,288.790293922118,"light"
"331","2017-P","1306",315.519487557307,"Schwellnuss, Norbert","Steinheim","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","2095 Willemijns","open",244.591979602527,337.796555447609,0,"Champion",10,143.117115400094,"light"
"332","2013-P","1168",337.427685747412,"Steinebach, Raik","Bad Hersfeld","Other","Germany","Tharinger Meisterschaft","1078 THE 12","self",254.383064712388,384.390880193745,0,"Rouge Vif d’Etampes",10,153.05449883354,"light"
"333","2019-P","1593",126.025943758428,"Engel, Rudolf","Lindlar","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1211 Ailts","1157 Zaychkowsky",172.586467286745,117.142436973891,4.0037340156898,"Dill's Atlantic",10,57.164359881273,"light"
"334","2020-P","650",779.953485348912,"Goedel, Markus","Bonn","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1177 Goell","1969 Haist",321.018589868659,816.723934297271,0.992331397020777,"Champion",10,353.780661326383,"light"
"335","2020-P","1263",165.558196060209,"Mahr, Familie","Friedland","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,196.422343005173,164.901675514174,0,"Howden",10,75.0958732673422,"light"
"336","2020-P","1023",420.15923335626,"Aininger, Marco","Berndorf","Lower Austria","Austria","Austrian Weigh-off","Wallace",NA,254.217657142615,362.162070529397,9.10345781304247,"Casper",10,190.580866976533,"light"
"337","2013-P","145",1314.39101644402,"Puchner, Wilfried","Wels","Lower Austria","Austria","Austrian Weigh-off","934 Schieder 11","1140 Finders 11",382.753398214698,1195.22519453582,9.99553052749529,"Spirit",10,596.197249930874,"medium"
"338","2016-P","396",1108.52819274016,"Borchers, Matthias","Rieth","Thuringia","Germany","Tharinger Meisterschaft","2032 Mathison","1985 Miller",393.562205141256,1385.95835722593,0,"Connecticut Field",10,502.819520001393,"medium"
"339","2015-P","1772",54.5171045641003,"Laurent, FILLIAUDEAU",NA,"Other","France","Le Potager Extraordinaire",NA,NA,133.377126661117,72.5685171096577,0,"Spirit",10,24.7285224934394,"light"
"340","2016-P","1263",382.944290124749,"Eulitz, Nadin","Schoenebach","Bavaria","Germany","Legoland","1316 Team Heavy West","open",268.804440255079,423.199819484243,0,"Big Moose",10,173.700466446265,"light"
"341","2017-P","526",981.928035030112,"Lueders, Sebastian","Mundelsheim","Baden-Wuerttemberg","Germany","Early Weigh-off Ludwigsburg","1293 Wild 12",NA,387.595521300762,1003.84238426277,0,"Atlantic Giant",10,445.394701265379,"medium"
"342","2020-P","1287",135.736227209928,"Reiser, Helmut","Putlitz","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,NA,125.65579200231,7.60484545349952,"Casper",10,61.5688667726056,"light"
"343","2020-P","1003",424.43097729969,"Belusa, Adrian","Ludwigsburg","Baden-Wuerttemberg","Germany","Early Weigh-off Ludwigsburg","97.4 Ressel 16","open",272.892458800285,497.482883463488,0,"Cinderella",10,192.518495855321,"light"
"344","2018-P","1214",458.65857859668,"Schloefke, Markus","Doberlug Kirchhain","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,271.739549566461,454.457943991558,2.03137037797367,"Casper",10,208.043861982825,"light"
"345","2016-P","813",775.146481806579,"Schwellnuss, Norbert","Rinow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","526 Ziegenhals 2015","1153 Lueders 2015",337.704963446126,912.628974788032,0,"Big Max",10,351.60024297561,"light"
"346","2021-P","1150",248.635580693802,"Burgsteiner, Helmut","Riederberg","Lower Austria","Austria","Austrian Weigh-off",NA,NA,215.937356634185,265.097717380549,0,"Jack O'Lantern",10,112.779110318063,"light"
"347","2021-P","135",1581.30383895133,"Fellner, Herbert","Kremsmuenster","Upper Austria","Austria","Retzer Land Weigh-off","2226.7 BoonenHerman 18","2118 Barron 19",432.663909262771,1690.84041499184,NA,"Champion",10,717.266770917613,"medium"
"348","2019-P","EXH",135.308977453386,"Balke, Andreas","Zodel","Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen",NA,NA,0,0,0,"Big Max",10,61.3750697010363,"light"
"349","2017-P","533",988.607963949688,"Lacina, Martin","Buchkirchen","Upper Austria","Austria","OO Landesgartenschau 2017 Kremsmunster","2095,5 Willemijns",NA,0,0,0,"Prizewinner",10,448.424663583867,"medium"
"350","2014-P","1418",288.41496379634,"Guin , Emilie",NA,"Other","France","Le Potager Extraordinaire",NA,NA,223.796605062375,275.849736238184,8.78373341744348,"Spirit",10,130.822720258309,"light"
"351","2019-P","EXH",713.304798876705,"Mathias, Franz","Achau","Lower Austria","Austria","Gartenbauschule Langenlois","2255 Zachowsky","2230 Wallace",NA,761.402156852856,0,"Champion",10,323.549350332082,"light"
"352","2017-P","955",643.068503772454,"Ziegenhals, Lars","39291 Moeckern","Saxony-Anhalt","Germany","Wiegemeisterschaft Berlin/Brandenburg","1205.9 Jany 2016","1322.8 Luetjens 2016",305.340502870339,669.671120552793,0,"Early Giant",10,291.690728763155,"light"
"353","2013-P","386",1010.59536997202,"Karkos, Udo","Oberaden","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1680 Tanner 12","1811 Graham 12",356.156744281194,1032.03978404764,2.02758290234378,"Howden",10,458.397975056351,"medium"
"354","2013-P","1234",262.904375281556,"Strauch, Ronny","Schwabmuenchen","Other","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","unknown","open",223.053135258461,278.768924182228,3.96032825982059,"Champion",10,119.251321392711,"light"
"355","2014-P","407",1062.29946406846,"Schwellnuss, Norbert","Goerlitz","Other","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","821 Eckardt","self",387.268766964572,1118.03783903163,0,"Big Max",10,481.85053850574,"medium"
"356","2020-P","398",1154.91749714882,"Pross, Heike","Geltow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1286.4 Krengel 19","1169.6 Jany 2019",353.553552325635,1163.50120840531,NA,"Prizewinner",10,523.861337366726,"medium"
"357","2021-P","1103",286.620816135179,"Molter, Jan","Schilda","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,230.005669799283,275.018667531897,2.08421445941517,"Blue Hubbard",10,130.008909232388,"light"
"358","2020-P","919",516.522910732416,"Kuehnert, Marco","14789 Woltersdorf","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1282 Grafe 2019","Open",279.459465479497,552.88168455145,0,"Atlantic Giant",10,234.290660124938,"light"
"359","2019-P","1728",17.1646022350155,"Fuchs, Daniel","Riederberg","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Autumn Gold",10,7.78572625698516,"light"
"360","2020-P","821",587.295153470597,"Weishaeupl, Mario","Trusetal","Thuringia","Germany","Tharinger Meisterschaft","1167 LaRue 19",NA,304.322575514133,605.686912603723,0,"Prizewinner",10,266.392383253035,"light"
"361","2017-P","1027",492.722209614087,"Langheim, Oliver","Tapfheim","Bavaria","Germany","Early Weigh-off Ludwigsburg","1790 Wallace","self",0,0,0,"Jack O'Lantern",10,223.494852503273,"light"
"362","2017-P","451",1117.48807829636,"Engel, Rudolf","Birlenbach","Rhineland-Palatinate","Germany","Early Weigh-off Ludwigsburg","2095 Willemijns","1676 Daletas",369.05046570172,1105.62645145471,2.0480045181808,"Autumn Gold",10,506.8836524106,"medium"
"363","2014-P","1081",535.619917776617,"Wuestenhagen, Frank","Glindow","Other","Germany","Early Weigh-off Ludwigsburg",NA,NA,316.143504558673,670.74260257456,0,"Blue Hubbard",10,242.952909744131,"light"
"364","2013-P","EXH",217.490122168156,"Langheim, Oliver",NA,"Other","Germany","Legoland","1370Rose03","1207Young07",220.376704404382,225.434314762742,0,"Spirit",10,98.6517794944981,"light"
"365","2016-P","1481",210.771325559335,"Loeffler, Reinhold","Werder","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,208.405812843983,202.983281858742,NA,"Autumn Gold",10,95.6041871031097,"light"
"366","2014-P","573",983.956221541046,"Hempel, Wieland","Lindlar","North Rhine-Westphalia","Germany","Early Weigh-off Ludwigsburg","861 Karkos 13","1818 Bryson 11",385.360465999049,944.54541149556,0,"Casper",10,446.314670441246,"medium"
"367","2019-P","622",859.374659324647,"Schoeffneger, Armin",NA,"Upper Austria","Austria","Leiserberge Weigh-off","1807 Holub","877 Hunt",344.255541520476,904.672249076681,0,"Dill's Atlantic",10,389.805470472385,"light"
